Order ID,Order Date,Ship Date,Ship Mode,Customer ID,Segment,Country,City,State,Postal Code,Region,Category,Sub-Category,Product Name,Sales,Quantity,Discount,Profit
IND-03873,2022-04-16,2022-04-19,Express Delivery,CUST-3935,Small Business,India,Guwahati,Assam,556205,East,Furniture,Sofas,Recliner 2 Seater,63420.98,3,0.25,2853.94
IND-03874,2021-01-31,2021-02-05,Standard Delivery,CUST-1356,Government,India,Tura,Meghalaya,289739,East,Furniture,Sofas,Loveseat Sofa,35712.34,3,0.25,-178.56
IND-03875,2021-04-27,2021-05-04,Economy Delivery,CUST-4500,Corporate,India,Hisar,Haryana,247002,North,Office Supplies,Paper,Colour Paper Pack,246.46,1,0.0,22.18
IND-03876,2022-07-23,2022-07-29,Standard Delivery,CUST-4281,Consumer,India,Kurnool,Andhra Pradesh,275127,South,Office Supplies,Stationery,Highlighter Set,130.07,1,0.2,-1.3
IND-03877,2022-07-21,2022-07-24,Express Delivery,CUST-2879,Consumer,India,Agartala,Tripura,448421,East,Clothing,Footwear,Woodland Boots,2650.57,1,0.2,477.1
IND-03878,2022-04-03,2022-04-06,Express Delivery,CUST-2875,Government,India,Muzaffarpur,Bihar,549677,East,Home & Kitchen,Decor,Photo Frame Set,363.2,1,0.0,54.48
IND-03879,2024-04-28,2024-04-30,Express Delivery,CUST-2121,Corporate,India,Agartala,Tripura,761339,East,Electronics,Accessories,MI Power Bank,2018.17,3,0.25,10.09
IND-03880,2024-02-27,2024-03-05,Economy Delivery,CUST-1246,Small Business,India,Kolhapur,Maharashtra,259117,West,Office Supplies,Paper,Chart Paper Pack,309.21,3,0.1,6.18
IND-03881,2022-04-04,2022-04-06,Express Delivery,CUST-2158,Consumer,India,Navi Mumbai,Maharashtra,245164,West,Office Supplies,Binders,Ring Binder A4,570.73,2,0.0,85.61
IND-03882,2021-10-21,2021-10-27,Standard Delivery,CUST-3889,Corporate,India,Mahe,Puducherry,503337,South,Office Supplies,Printers,Epson EcoTank,17393.9,1,0.15,3391.81
IND-03883,2022-05-23,2022-05-29,Standard Delivery,CUST-1091,Consumer,India,Kochi,Kerala,257573,South,Home & Kitchen,Decor,Cushion Cover Set,434.51,1,0.0,73.87
IND-03884,2023-03-26,2023-03-31,Standard Delivery,CUST-2566,Corporate,India,Bhilai,Chhattisgarh,792315,Central,Furniture,Sofas,Recliner 2 Seater,26721.41,1,0.1,4008.21
IND-03885,2022-12-17,2022-12-19,Same Day Delivery,CUST-2004,Corporate,India,Shillong,Meghalaya,160614,East,Furniture,Beds,Queen Size Bed,19729.26,1,0.15,1479.69
IND-03886,2022-02-19,2022-02-21,Same Day Delivery,CUST-3723,Consumer,India,Margao,Goa,166855,West,Electronics,Televisions,"Sony Bravia 50""",38341.43,1,0.1,10352.19
IND-03887,2022-01-06,2022-01-08,Express Delivery,CUST-3377,Corporate,India,Mumbai,Maharashtra,142941,West,Home & Kitchen,Appliances,Bajaj Mixer Grinder,1475.06,1,0.25,110.63
IND-03888,2022-05-08,2022-05-16,Economy Delivery,CUST-2462,Consumer,India,Karaikal,Puducherry,436266,South,Clothing,Footwear,Chappals Hawai,750.58,3,0.1,60.05
IND-03889,2022-12-15,2022-12-23,Economy Delivery,CUST-2467,Consumer,India,Hubli,Karnataka,321856,South,Home & Kitchen,Cookware,Non-Stick Pan Set,877.04,1,0.4,-70.16
IND-03890,2021-08-16,2021-08-18,Express Delivery,CUST-3830,Small Business,India,Ludhiana,Punjab,311474,North,Furniture,Storage,Filing Cabinet,6018.88,1,0.05,932.93
IND-03891,2022-05-26,2022-05-31,Standard Delivery,CUST-2542,Corporate,India,Shimla,Himachal Pradesh,260214,North,Furniture,Sofas,3 Seater Fabric Sofa,18145.46,1,0.15,1360.91
IND-03892,2022-05-28,2022-06-03,Standard Delivery,CUST-4338,Corporate,India,Ghaziabad,Uttar Pradesh,430559,North,Furniture,Storage,5-Door Wardrobe,14882.2,1,0.05,1711.45
IND-03893,2023-11-05,2023-11-08,Express Delivery,CUST-2857,Government,India,Bhagalpur,Bihar,717019,East,Furniture,Chairs,Gaming Chair,100990.66,6,0.1,18178.32
IND-03894,2022-05-26,2022-05-31,Standard Delivery,CUST-1937,Consumer,India,Rohini,Delhi,275342,North,Home & Kitchen,Decor,Wall Clock Ajanta,998.0,2,0.05,144.71
IND-03895,2023-01-10,2023-01-12,Express Delivery,CUST-3743,Corporate,India,Berhampur,Odisha,730485,East,Furniture,Storage,Kitchen Cabinet,38530.16,3,0.0,5394.22
IND-03896,2024-04-22,2024-04-25,Express Delivery,CUST-4425,Consumer,India,Davanagere,Karnataka,438799,South,Home & Kitchen,Decor,Wall Clock Ajanta,441.43,1,0.15,33.11
IND-03897,2023-03-18,2023-03-24,Standard Delivery,CUST-2241,Consumer,India,Aurangabad,Maharashtra,288126,West,Office Supplies,Printers,Epson EcoTank,42601.0,3,0.0,12780.3
IND-03898,2021-11-16,2021-11-22,Standard Delivery,CUST-3815,Corporate,India,Mapusa,Goa,738218,West,Clothing,Kids Wear,Baby Frock,940.22,1,0.25,14.1
IND-03899,2022-12-11,2022-12-17,Standard Delivery,CUST-4107,Corporate,India,Bhopal,Madhya Pradesh,260211,Central,Electronics,Televisions,"MI TV 43""",71859.04,2,0.0,17964.76
IND-03900,2024-08-07,2024-08-14,Economy Delivery,CUST-3028,Corporate,India,Thiruvananthapuram,Kerala,776103,South,Furniture,Beds,Queen Size Bed,15749.24,1,0.15,1181.19
IND-03901,2022-05-10,2022-05-12,Express Delivery,CUST-2578,Corporate,India,Vellore,Tamil Nadu,202067,South,Electronics,Laptops,Dell Inspiron 15,88988.92,2,0.05,28031.51
IND-03902,2022-07-04,2022-07-06,Express Delivery,CUST-4114,Corporate,India,Tirupati,Andhra Pradesh,241598,South,Office Supplies,Paper,Colour Paper Pack,210.4,1,0.15,-3.16
IND-03903,2024-02-25,2024-02-27,Express Delivery,CUST-2468,Small Business,India,Jabalpur,Madhya Pradesh,474407,Central,Clothing,Kids Wear,Kids School Uniform,2816.74,6,0.15,267.59
IND-03904,2023-08-17,2023-08-20,Express Delivery,CUST-3316,Corporate,India,Mohali,Punjab,155244,North,Office Supplies,Binders,Document Wallet,700.72,3,0.0,77.08
IND-03905,2022-05-06,2022-05-12,Standard Delivery,CUST-4537,Consumer,India,Mahe,Puducherry,232229,South,Furniture,Storage,Shoe Rack,4446.57,2,0.0,711.45
IND-03906,2021-05-27,2021-06-01,Standard Delivery,CUST-2617,Consumer,India,Jammu,Jammu & Kashmir,501320,North,Home & Kitchen,Decor,Cushion Cover Set,4223.14,10,0.0,717.93
IND-03907,2024-05-28,2024-05-30,Same Day Delivery,CUST-4438,Corporate,India,Hyderabad,Telangana,695150,South,Home & Kitchen,Appliances,Bajaj Mixer Grinder,8501.49,5,0.15,1232.72
IND-03908,2024-12-04,2024-12-06,Express Delivery,CUST-2740,Government,India,Khammam,Telangana,709422,South,Clothing,Kids Wear,Boys Shorts Set,1173.54,2,0.2,46.94
IND-03909,2022-04-05,2022-04-11,Standard Delivery,CUST-3997,Small Business,India,Lajpat Nagar,Delhi,700766,North,Furniture,Storage,5-Door Wardrobe,15515.25,1,0.05,1784.25
IND-03910,2021-06-10,2021-06-12,Express Delivery,CUST-2998,Corporate,India,Karaikal,Puducherry,225968,South,Furniture,Tables,Office Desk,47476.54,5,0.0,9495.31
IND-03911,2023-03-11,2023-03-14,Express Delivery,CUST-1926,Government,India,Shimla,Himachal Pradesh,472700,North,Home & Kitchen,Cookware,Stainless Steel Set,6470.63,4,0.25,97.06
IND-03912,2023-03-07,2023-03-10,Express Delivery,CUST-2530,Consumer,India,Ghaziabad,Uttar Pradesh,586864,North,Furniture,Tables,Dining Table 6 Seater,20424.81,1,0.0,3676.47
IND-03913,2023-03-13,2023-03-20,Economy Delivery,CUST-4502,Consumer,India,Jowai,Meghalaya,337633,East,Office Supplies,Paper,Sticky Notes Pack,693.24,4,0.0,69.32
IND-03914,2021-11-23,2021-11-26,Express Delivery,CUST-4064,Consumer,India,Gaya,Bihar,327074,East,Electronics,Laptops,HP Pavilion,66971.56,1,0.1,17412.61
IND-03915,2022-10-28,2022-11-04,Economy Delivery,CUST-4510,Consumer,India,Bikaner,Rajasthan,560119,North,Furniture,Sofas,Recliner 2 Seater,42846.07,1,0.1,6426.91
IND-03916,2024-10-09,2024-10-14,Standard Delivery,CUST-1384,Consumer,India,Bhavnagar,Gujarat,217976,West,Home & Kitchen,Decor,Table Lamp,4626.4,3,0.1,693.96
IND-03917,2024-09-05,2024-09-11,Standard Delivery,CUST-2606,Corporate,India,Nainital,Uttarakhand,349636,North,Electronics,Accessories,USB-C Cable,1153.01,3,0.0,172.95
IND-03918,2024-08-26,2024-08-29,Express Delivery,CUST-1041,Small Business,India,Vasco da Gama,Goa,462622,West,Clothing,Women's Wear,Salwar Kameez,1334.26,1,0.05,273.52
IND-03919,2022-01-30,2022-02-05,Standard Delivery,CUST-2413,Consumer,India,Solan,Himachal Pradesh,339331,North,Home & Kitchen,Cookware,Non-Stick Pan Set,3035.37,3,0.15,288.36
IND-03920,2024-07-20,2024-07-28,Economy Delivery,CUST-2849,Corporate,India,Surat,Gujarat,544688,West,Electronics,Laptops,HP Pavilion,92062.73,3,0.15,20714.11
IND-03921,2021-07-20,2021-07-26,Standard Delivery,CUST-1621,Corporate,India,Jorhat,Assam,455781,East,Electronics,Laptops,Dell Inspiron 15,39951.32,1,0.1,11186.37
IND-03922,2022-08-05,2022-08-07,Express Delivery,CUST-4714,Corporate,India,Tura,Meghalaya,114170,East,Home & Kitchen,Cookware,Stainless Steel Set,1929.44,1,0.2,96.47
IND-03923,2024-12-31,2025-01-05,Standard Delivery,CUST-4510,Consumer,India,Ambala,Haryana,538038,North,Electronics,Televisions,"Vu 4K 50""",66556.99,2,0.1,13311.4
IND-03924,2022-12-22,2022-12-24,Same Day Delivery,CUST-2101,Consumer,India,Durgapur,West Bengal,798441,East,Office Supplies,Paper,Chart Paper Pack,956.37,6,0.15,-14.35
IND-03925,2024-12-21,2024-12-29,Economy Delivery,CUST-2876,Consumer,India,Guwahati,Assam,445376,East,Furniture,Beds,Single Bed with Storage,28577.64,2,0.05,3572.2
IND-03926,2023-09-11,2023-09-16,Standard Delivery,CUST-4484,Corporate,India,Korba,Chhattisgarh,720921,Central,Clothing,Men's Wear,Raymond Formal Shirt,5207.86,5,0.1,1197.81
IND-03927,2021-07-05,2021-07-08,Express Delivery,CUST-4099,Consumer,India,Vadodara,Gujarat,729868,West,Home & Kitchen,Decor,Cushion Cover Set,1016.04,3,0.1,101.6
IND-03928,2022-01-21,2022-01-22,Same Day Delivery,CUST-1140,Consumer,India,Hyderabad,Telangana,539667,South,Electronics,Televisions,"Samsung 43"" 4K",28674.97,1,0.1,6595.24
IND-03929,2024-12-15,2024-12-20,Standard Delivery,CUST-4849,Small Business,India,Sambalpur,Odisha,687325,East,Home & Kitchen,Cookware,Tawa Dosa,659.26,1,0.15,36.26
IND-03930,2024-01-30,2024-02-04,Standard Delivery,CUST-3649,Government,India,Ludhiana,Punjab,319024,North,Furniture,Chairs,Wooden Study Chair,7620.0,2,0.1,990.6
IND-03931,2023-06-28,2023-06-30,Express Delivery,CUST-2661,Consumer,India,Anantnag,Jammu & Kashmir,474387,North,Office Supplies,Labels,Address Labels Roll,1085.64,10,0.1,32.57
IND-03932,2024-09-12,2024-09-17,Standard Delivery,CUST-2607,Small Business,India,Thrissur,Kerala,189581,South,Office Supplies,Paper,Colour Paper Pack,517.59,2,0.0,46.58
IND-03933,2022-05-30,2022-06-06,Economy Delivery,CUST-3119,Corporate,India,Panaji,Goa,480972,West,Home & Kitchen,Decor,Artificial Plant,4726.93,10,0.25,118.17
IND-03934,2023-10-27,2023-11-02,Standard Delivery,CUST-2295,Corporate,India,Mahe,Puducherry,243986,South,Electronics,Mobile Phones,iPhone 14,52743.26,1,0.5,3692.03
IND-03935,2022-07-12,2022-07-17,Standard Delivery,CUST-3491,Consumer,India,Darbhanga,Bihar,440808,East,Electronics,Mobile Phones,Realme 11 Pro,16231.05,1,0.0,4382.38
IND-03936,2023-08-15,2023-08-20,Standard Delivery,CUST-3074,Small Business,India,Rewa,Madhya Pradesh,654266,Central,Electronics,Mobile Phones,Samsung Galaxy A54,15089.11,1,0.1,3168.71
IND-03937,2022-10-18,2022-10-23,Standard Delivery,CUST-3475,Small Business,India,Vellore,Tamil Nadu,691406,South,Clothing,Women's Wear,Lehenga Choli,37885.43,3,0.05,7008.8
IND-03938,2022-07-20,2022-07-28,Economy Delivery,CUST-1515,Consumer,India,Amritsar,Punjab,418064,North,Electronics,Televisions,"Vu 4K 50""",24449.17,1,0.0,6601.28
IND-03939,2024-09-14,2024-09-16,Same Day Delivery,CUST-3366,Consumer,India,Dhanbad,Jharkhand,125100,East,Furniture,Sofas,3 Seater Fabric Sofa,13678.57,1,0.4,-1367.86
IND-03940,2022-08-25,2022-08-30,Standard Delivery,CUST-2011,Small Business,India,Nainital,Uttarakhand,256299,North,Office Supplies,Stationery,Pen Set Cello,86.34,1,0.1,2.59
IND-03941,2024-02-17,2024-02-19,Same Day Delivery,CUST-4662,Small Business,India,Bokaro,Jharkhand,184484,East,Clothing,Footwear,Chappals Hawai,977.12,4,0.0,146.57
IND-03942,2022-02-18,2022-02-24,Standard Delivery,CUST-1796,Consumer,India,Sagar,Madhya Pradesh,794171,Central,Office Supplies,Stationery,Pen Set Cello,126.12,2,0.2,-5.04
IND-03943,2021-02-13,2021-02-16,Express Delivery,CUST-1738,Consumer,India,Bhubaneswar,Odisha,118937,East,Home & Kitchen,Appliances,Crompton Fan,1924.17,1,0.15,259.76
IND-03944,2023-02-28,2023-03-06,Standard Delivery,CUST-1911,Consumer,India,Jabalpur,Madhya Pradesh,232913,Central,Furniture,Beds,King Size Bed,70249.04,4,0.1,9132.38
IND-03945,2022-04-03,2022-04-08,Standard Delivery,CUST-3263,Corporate,India,Ludhiana,Punjab,695821,North,Clothing,Footwear,Bata Formal Shoes,1673.76,1,0.2,267.8
IND-03946,2024-05-27,2024-05-29,Same Day Delivery,CUST-2464,Consumer,India,Sikar,Rajasthan,145123,North,Electronics,Laptops,Dell Inspiron 15,234616.46,5,0.1,65692.61
IND-03947,2023-10-29,2023-10-31,Express Delivery,CUST-4111,Corporate,India,Shillong,Meghalaya,389223,East,Furniture,Chairs,Plastic Chair Set,5028.46,2,0.1,402.28
IND-03948,2024-05-07,2024-05-13,Standard Delivery,CUST-4883,Government,India,Purnia,Bihar,609777,East,Furniture,Storage,Shoe Rack,1534.32,1,0.25,-23.01
IND-03949,2022-06-14,2022-06-20,Standard Delivery,CUST-3178,Consumer,India,Vadodara,Gujarat,653380,West,Electronics,Televisions,"Sony Bravia 50""",38496.84,1,0.1,10394.15
IND-03950,2021-10-27,2021-10-29,Same Day Delivery,CUST-2951,Government,India,Kochi,Kerala,563803,South,Clothing,Men's Wear,Levi's Jeans,11797.4,4,0.1,3303.27
IND-03951,2022-05-27,2022-06-02,Standard Delivery,CUST-3707,Corporate,India,Bhilai,Chhattisgarh,173212,Central,Home & Kitchen,Decor,Wall Clock Ajanta,492.32,1,0.1,54.16
IND-03952,2023-04-28,2023-05-01,Express Delivery,CUST-2325,Consumer,India,Sagar,Madhya Pradesh,564995,Central,Home & Kitchen,Cookware,Stainless Steel Set,3645.77,2,0.1,437.49
IND-03953,2024-12-09,2024-12-14,Standard Delivery,CUST-4498,Corporate,India,Rohini,Delhi,362753,North,Clothing,Kids Wear,Boys Shorts Set,486.99,1,0.3,-14.61
IND-03954,2022-02-28,2022-03-05,Standard Delivery,CUST-1315,Consumer,India,Ujjain,Madhya Pradesh,465469,Central,Home & Kitchen,Appliances,Havells Toaster,703.35,1,0.4,-42.2
IND-03955,2022-10-11,2022-10-17,Standard Delivery,CUST-2900,Consumer,India,Palakkad,Kerala,262404,South,Clothing,Women's Wear,Anarkali Suit,3974.56,1,0.1,755.17
IND-03956,2021-07-01,2021-07-09,Economy Delivery,CUST-2711,Consumer,India,Hyderabad,Telangana,614786,South,Home & Kitchen,Bedding,Woollen Blanket,3258.21,3,0.15,309.53
IND-03957,2022-01-04,2022-01-05,Same Day Delivery,CUST-3156,Small Business,India,Solan,Himachal Pradesh,543280,North,Electronics,Laptops,Acer Aspire 5,16071.4,1,0.5,-964.28
IND-03958,2021-07-16,2021-07-23,Economy Delivery,CUST-3090,Small Business,India,Dibrugarh,Assam,256274,East,Electronics,Laptops,HP Pavilion,75353.58,3,0.3,9042.43
IND-03959,2024-11-28,2024-12-04,Standard Delivery,CUST-2139,Government,India,Ghaziabad,Uttar Pradesh,495935,North,Furniture,Sofas,L-Shape Sofa,172918.59,3,0.05,28531.57
IND-03960,2021-05-12,2021-05-17,Standard Delivery,CUST-4705,Consumer,India,Hazaribagh,Jharkhand,322887,East,Furniture,Sofas,L-Shape Sofa,25483.64,1,0.2,1529.02
IND-03961,2021-11-21,2021-11-27,Standard Delivery,CUST-2814,Consumer,India,Cuttack,Odisha,487790,East,Clothing,Footwear,Nike Running Shoes,8702.28,1,0.05,3002.29
IND-03962,2021-07-25,2021-07-27,Express Delivery,CUST-2670,Consumer,India,Mahe,Puducherry,676120,South,Home & Kitchen,Bedding,Woollen Blanket,1245.09,1,0.0,249.02
IND-03963,2024-01-04,2024-01-11,Economy Delivery,CUST-1083,Small Business,India,Thrissur,Kerala,331145,South,Office Supplies,Paper,Sticky Notes Pack,348.05,2,0.0,34.8
IND-03964,2024-03-26,2024-04-02,Economy Delivery,CUST-1857,Consumer,India,Roorkee,Uttarakhand,522018,North,Home & Kitchen,Bedding,Woollen Blanket,2206.87,2,0.2,132.41
IND-03965,2021-06-09,2021-06-16,Economy Delivery,CUST-4151,Corporate,India,Warangal,Telangana,649124,South,Furniture,Chairs,Wooden Study Chair,4078.91,1,0.0,815.78
IND-03966,2021-01-30,2021-02-04,Standard Delivery,CUST-1369,Corporate,India,Jammu,Jammu & Kashmir,772373,North,Clothing,Kids Wear,Kids School Uniform,993.67,2,0.2,59.62
IND-03967,2023-06-07,2023-06-12,Standard Delivery,CUST-2767,Corporate,India,Bhilai,Chhattisgarh,503578,Central,Office Supplies,Paper,A4 Ream 500 Sheets,338.35,1,0.0,27.07
IND-03968,2022-01-02,2022-01-05,Express Delivery,CUST-4742,Consumer,India,Indore,Madhya Pradesh,755211,Central,Home & Kitchen,Decor,Artificial Plant,2181.95,4,0.05,360.02
IND-03969,2023-02-14,2023-02-19,Standard Delivery,CUST-3994,Consumer,India,Jodhpur,Rajasthan,511237,North,Home & Kitchen,Decor,Wall Clock Ajanta,1323.01,3,0.0,238.14
IND-03970,2023-04-30,2023-05-06,Standard Delivery,CUST-3093,Corporate,India,Panaji,Goa,318930,West,Electronics,Laptops,Asus VivoBook,150746.6,4,0.05,41455.32
IND-03971,2024-07-22,2024-07-25,Express Delivery,CUST-2927,Corporate,India,Shillong,Meghalaya,444967,East,Clothing,Women's Wear,Lehenga Choli,4261.75,1,0.4,-255.7
IND-03972,2022-03-29,2022-03-30,Same Day Delivery,CUST-2089,Small Business,India,Jaipur,Rajasthan,473378,North,Clothing,Kids Wear,Kids School Uniform,1819.0,4,0.25,45.48
IND-03973,2022-06-05,2022-06-10,Standard Delivery,CUST-3616,Consumer,India,Noida,Uttar Pradesh,472866,North,Electronics,Mobile Phones,Samsung Galaxy A54,38087.25,3,0.2,5332.22
IND-03974,2021-03-04,2021-03-09,Standard Delivery,CUST-2864,Consumer,India,Karaikal,Puducherry,377097,South,Clothing,Men's Wear,Nike T-Shirt,1632.41,2,0.05,399.94
IND-03975,2024-03-23,2024-03-28,Standard Delivery,CUST-1023,Corporate,India,Gwalior,Madhya Pradesh,274221,Central,Office Supplies,Binders,Ring Binder A4,249.38,1,0.25,-6.23
IND-03976,2022-01-04,2022-01-06,Express Delivery,CUST-4460,Small Business,India,Puri,Odisha,226038,East,Home & Kitchen,Cookware,Kadai Iron,2551.12,3,0.0,459.2
IND-03977,2023-06-22,2023-06-27,Standard Delivery,CUST-4017,Consumer,India,Khammam,Telangana,610408,South,Electronics,Mobile Phones,iPhone 14,114945.46,2,0.1,40230.91
IND-03978,2022-04-12,2022-04-19,Economy Delivery,CUST-1187,Consumer,India,Surat,Gujarat,493123,West,Office Supplies,Labels,Address Labels Roll,103.15,1,0.15,-0.52
IND-03979,2021-12-11,2021-12-16,Standard Delivery,CUST-3631,Government,India,Muzaffarpur,Bihar,615236,East,Home & Kitchen,Bedding,Woollen Blanket,4905.4,3,0.05,809.39
IND-03980,2023-03-16,2023-03-21,Standard Delivery,CUST-3141,Corporate,India,Guntur,Andhra Pradesh,137578,South,Furniture,Beds,Single Bed with Storage,9557.44,1,0.15,525.66
IND-03981,2023-04-22,2023-04-24,Express Delivery,CUST-4991,Corporate,India,Udaipur,Tripura,458861,East,Electronics,Televisions,"Vu 4K 50""",48604.35,2,0.05,11422.02
IND-03982,2021-04-28,2021-04-30,Express Delivery,CUST-2999,Consumer,India,Sagar,Madhya Pradesh,599291,Central,Office Supplies,Labels,Barcode Labels,445.65,3,0.05,37.88
IND-03983,2021-12-15,2021-12-20,Standard Delivery,CUST-1511,Consumer,India,Ludhiana,Punjab,604577,North,Home & Kitchen,Cookware,Tawa Dosa,806.09,1,0.05,100.76
IND-03984,2023-09-20,2023-09-28,Economy Delivery,CUST-3761,Corporate,India,Chennai,Tamil Nadu,455562,South,Electronics,Laptops,Lenovo IdeaPad,36141.02,1,0.1,8312.43
IND-03985,2023-09-24,2023-09-30,Standard Delivery,CUST-4143,Consumer,India,Indore,Madhya Pradesh,170870,Central,Clothing,Kids Wear,Baby Frock,1386.67,2,0.1,166.4
IND-03986,2022-08-22,2022-08-24,Express Delivery,CUST-4441,Consumer,India,Korba,Chhattisgarh,482863,Central,Office Supplies,Stationery,Pen Set Cello,86.55,1,0.0,8.65
IND-03987,2021-09-29,2021-10-05,Standard Delivery,CUST-4170,Consumer,India,Durg,Chhattisgarh,747220,Central,Home & Kitchen,Decor,Wall Clock Ajanta,506.44,1,0.1,55.71
IND-03988,2024-12-22,2024-12-29,Economy Delivery,CUST-2750,Government,India,Thrissur,Kerala,213439,South,Clothing,Kids Wear,Kids Denim Set,3268.16,3,0.1,490.22
IND-03989,2022-02-07,2022-02-13,Standard Delivery,CUST-4630,Consumer,India,Nizamabad,Telangana,514198,South,Home & Kitchen,Cookware,Tawa Dosa,543.78,1,0.05,67.97
IND-03990,2022-07-03,2022-07-09,Standard Delivery,CUST-4033,Government,India,Nainital,Uttarakhand,252238,North,Home & Kitchen,Appliances,Usha Sewing Machine,4649.78,1,0.05,1139.2
IND-03991,2024-11-30,2024-12-05,Standard Delivery,CUST-1344,Small Business,India,Hyderabad,Telangana,207509,South,Home & Kitchen,Decor,Photo Frame Set,504.59,1,0.2,5.05
IND-03992,2022-06-05,2022-06-08,Express Delivery,CUST-2128,Corporate,India,Jowai,Meghalaya,148735,East,Clothing,Kids Wear,Boys Shorts Set,2795.0,6,0.05,405.27
IND-03993,2024-04-20,2024-04-28,Economy Delivery,CUST-2963,Small Business,India,Shillong,Meghalaya,712893,East,Home & Kitchen,Bedding,Quilt Razai,2825.97,2,0.15,324.99
IND-03994,2023-07-13,2023-07-20,Economy Delivery,CUST-3125,Consumer,India,Baramulla,Jammu & Kashmir,163664,North,Electronics,Mobile Phones,iPhone 14,177819.48,3,0.05,68460.5
IND-03995,2021-02-11,2021-02-18,Economy Delivery,CUST-4677,Consumer,India,Davanagere,Karnataka,219129,South,Electronics,Accessories,MI Power Bank,1443.51,2,0.15,108.26
IND-03996,2024-11-03,2024-11-06,Express Delivery,CUST-3073,Government,India,Puri,Odisha,445832,East,Home & Kitchen,Bedding,Quilt Razai,10071.49,4,0.15,1158.22
IND-03997,2023-08-06,2023-08-12,Standard Delivery,CUST-4821,Small Business,India,Haridwar,Uttarakhand,581076,North,Clothing,Women's Wear,Lehenga Choli,24677.44,3,0.0,5429.04
IND-03998,2021-08-15,2021-08-17,Express Delivery,CUST-4479,Small Business,India,Kota,Rajasthan,284321,North,Office Supplies,Printers,Canon Inkjet,16338.08,2,0.0,4084.52
IND-03999,2023-10-02,2023-10-08,Standard Delivery,CUST-3945,Corporate,India,Ujjain,Madhya Pradesh,214774,Central,Home & Kitchen,Decor,Photo Frame Set,396.18,1,0.3,-23.77
IND-04000,2024-11-25,2024-12-01,Standard Delivery,CUST-1507,Small Business,India,Rajahmundry,Andhra Pradesh,323072,South,Home & Kitchen,Decor,Artificial Plant,828.73,1,0.15,78.73
IND-04001,2023-12-21,2023-12-26,Standard Delivery,CUST-4070,Corporate,India,Kozhikode,Kerala,394146,South,Home & Kitchen,Bedding,Quilt Razai,1899.15,1,0.2,151.93
IND-04002,2022-09-18,2022-09-25,Economy Delivery,CUST-3976,Consumer,India,Lucknow,Uttar Pradesh,163389,North,Electronics,Televisions,"Samsung 43"" 4K",85619.65,3,0.1,19692.52
IND-04003,2023-05-16,2023-05-19,Express Delivery,CUST-1630,Consumer,India,Davanagere,Karnataka,430344,South,Electronics,Accessories,Laptop Bag,1270.49,2,0.1,127.05
IND-04004,2023-07-18,2023-07-24,Standard Delivery,CUST-4327,Small Business,India,Dharamsala,Himachal Pradesh,314373,North,Office Supplies,Labels,Name Badge Labels,128.73,2,0.2,-6.44
IND-04005,2023-04-22,2023-04-24,Express Delivery,CUST-4726,Corporate,India,Mahe,Puducherry,617841,South,Office Supplies,Binders,Document Wallet,608.15,3,0.1,24.33
IND-04006,2021-05-18,2021-05-20,Same Day Delivery,CUST-3286,Consumer,India,Lajpat Nagar,Delhi,236219,North,Furniture,Beds,King Size Bed,17368.29,1,0.15,1649.99
IND-04007,2022-10-26,2022-11-03,Economy Delivery,CUST-4907,Consumer,India,Solan,Himachal Pradesh,505334,North,Electronics,Mobile Phones,OnePlus Nord,30695.28,1,0.05,8748.15
IND-04008,2021-05-01,2021-05-06,Standard Delivery,CUST-1452,Consumer,India,Karol Bagh,Delhi,569086,North,Electronics,Laptops,Dell Inspiron 15,87039.19,2,0.1,24370.97
IND-04009,2021-11-15,2021-11-17,Same Day Delivery,CUST-3852,Consumer,India,Siliguri,West Bengal,297116,East,Clothing,Men's Wear,Woodland Jacket,9913.22,2,0.15,2131.34
IND-04010,2023-07-29,2023-08-04,Standard Delivery,CUST-4821,Government,India,Nainital,Uttarakhand,252075,North,Home & Kitchen,Cookware,Kadai Iron,673.33,1,0.1,74.07
IND-04011,2021-12-10,2021-12-13,Express Delivery,CUST-2265,Government,India,Kolkata,West Bengal,645062,East,Furniture,Sofas,Loveseat Sofa,23310.77,1,0.0,3962.83
IND-04012,2023-05-13,2023-05-15,Express Delivery,CUST-2785,Government,India,Erode,Tamil Nadu,324081,South,Furniture,Sofas,Recliner 2 Seater,28941.8,1,0.05,5354.23
IND-04013,2024-06-24,2024-06-30,Standard Delivery,CUST-1383,Consumer,India,Ghaziabad,Uttar Pradesh,347434,North,Electronics,Televisions,"Sony Bravia 50""",35461.57,1,0.2,7092.31
IND-04014,2021-10-04,2021-10-09,Standard Delivery,CUST-1642,Corporate,India,Sikar,Rajasthan,401206,North,Electronics,Accessories,USB-C Cable,977.0,2,0.1,78.16
IND-04015,2024-07-08,2024-07-13,Standard Delivery,CUST-3253,Corporate,India,Agartala,Tripura,599015,East,Clothing,Kids Wear,Kids Denim Set,727.69,1,0.15,83.68
IND-04016,2024-09-25,2024-09-30,Standard Delivery,CUST-4177,Corporate,India,Meerut,Uttar Pradesh,506533,North,Home & Kitchen,Cookware,Non-Stick Pan Set,6771.29,6,0.1,880.27
IND-04017,2023-06-28,2023-07-03,Standard Delivery,CUST-3726,Consumer,India,Hazaribagh,Jharkhand,474674,East,Clothing,Kids Wear,Baby Frock,581.05,1,0.1,69.73
