Order ID,Order Date,Ship Date,Ship Mode,Customer ID,Segment,Country,City,State,Postal Code,Region,Category,Sub-Category,Product Name,Sales,Quantity,Discount,Profit
IND-02228,2021-08-15,2021-08-18,Express Delivery,CUST-2241,Corporate,India,Mysuru,Karnataka,785545,South,Office Supplies,Binders,File Folder Pack,435.12,2,0.0,52.21
IND-03961,2021-08-15,2021-08-22,Economy Delivery,CUST-4427,Consumer,India,Bhagalpur,Bihar,659627,East,Furniture,Chairs,Wooden Study Chair,4421.47,1,0.2,265.29
IND-03909,2021-08-16,2021-08-24,Economy Delivery,CUST-1710,Corporate,India,Patiala,Punjab,375484,North,Office Supplies,Printers,Canon Inkjet,33152.26,5,0.15,4807.08
IND-13754,2021-08-16,2021-08-19,Express Delivery,CUST-4433,Consumer,India,Hazaribagh,Jharkhand,192262,East,Office Supplies,Binders,File Folder Pack,375.99,2,0.15,5.64
IND-01966,2021-08-16,2021-08-19,Express Delivery,CUST-4531,Consumer,India,Durg,Chhattisgarh,514032,Central,Office Supplies,Paper,Chart Paper Pack,177.46,2,0.4,-33.72
IND-08064,2021-08-17,2021-08-23,Standard Delivery,CUST-4767,Corporate,India,Gwalior,Madhya Pradesh,191272,Central,Furniture,Tables,Study Table,4523.79,2,0.5,-904.76
IND-03884,2021-08-17,2021-08-22,Standard Delivery,CUST-1415,Consumer,India,Patiala,Punjab,197494,North,Clothing,Kids Wear,Baby Frock,586.73,1,0.3,-11.73
IND-09791,2021-08-17,2021-08-23,Standard Delivery,CUST-2002,Small Business,India,Thane,Maharashtra,324859,West,Furniture,Chairs,Gaming Chair,37011.4,3,0.1,6662.05
IND-02495,2021-08-17,2021-08-22,Standard Delivery,CUST-1148,Government,India,Chennai,Tamil Nadu,136547,South,Electronics,Televisions,LG OLED 55,220182.66,4,0.3,37431.05
IND-03360,2021-08-18,2021-08-21,Express Delivery,CUST-1037,Consumer,India,Mahe,Puducherry,370811,South,Clothing,Womens Wear,Saree Banarasi Silk,7743.64,2,0.25,580.77
IND-04502,2021-08-18,2021-08-21,Express Delivery,CUST-3273,Consumer,India,Agartala,Tripura,210411,East,Clothing,Kids Wear,Boys Shorts Set,1149.81,2,0.1,126.48
IND-01011,2021-08-18,2021-08-19,Same Day Delivery,CUST-1525,Corporate,India,Nellore,Andhra Pradesh,608369,South,Office Supplies,Paper,A4 Ream 500 Sheets,358.02,1,0.1,3.58
IND-08360,2021-08-18,2021-08-24,Standard Delivery,CUST-1468,Small Business,India,Nellore,Andhra Pradesh,514948,South,Home & Kitchen,Cookware,Kadai Iron,4050.65,4,0.0,729.12
IND-06378,2021-08-18,2021-08-25,Economy Delivery,CUST-4255,Consumer,India,Ghaziabad,Uttar Pradesh,423027,North,Clothing,Mens Wear,Raymond Formal Shirt,4210.24,4,0.15,821.0
IND-13088,2021-08-18,2021-08-23,Standard Delivery,CUST-3342,Small Business,India,Bardhaman,West Bengal,358656,East,Electronics,Mobile Phones,Realme 12 Pro,17830.33,1,0.15,2942.0
IND-08297,2021-08-19,2021-08-21,Express Delivery,CUST-3684,Consumer,India,Jodhpur,Rajasthan,620267,North,Home & Kitchen,Bedding,Quilt Razai,1910.05,1,0.1,286.51
IND-03085,2021-08-19,2021-08-25,Standard Delivery,CUST-3206,Small Business,India,Tura,Meghalaya,702840,East,Home & Kitchen,Bedding,Woollen Blanket,5450.38,4,0.1,708.55
IND-10052,2021-08-19,2021-08-24,Standard Delivery,CUST-4047,Government,India,Kolhapur,Maharashtra,260855,West,Furniture,Chairs,Gaming Chair,6440.98,1,0.5,-644.1
IND-08004,2021-08-19,2021-08-27,Economy Delivery,CUST-2341,Consumer,India,Nizamabad,Telangana,462405,South,Clothing,Footwear,Puma Sneakers,16349.47,4,0.15,4005.62
IND-11927,2021-08-19,2021-08-22,Express Delivery,CUST-1888,Small Business,India,Bikaner,Rajasthan,666049,North,Furniture,Chairs,Gaming Chair,20744.38,2,0.2,2281.88
IND-02295,2021-08-19,2021-08-24,Standard Delivery,CUST-2832,Consumer,India,Baramulla,Jammu & Kashmir,187946,North,Furniture,Beds,Single Bed Storage,11244.73,1,0.1,1012.03
IND-02116,2021-08-19,2021-08-25,Standard Delivery,CUST-2478,Corporate,India,Saket,Delhi,596308,North,Electronics,Laptops,HP Pavilion,119566.5,3,0.15,26902.46
IND-04807,2021-08-20,2021-08-25,Standard Delivery,CUST-4950,Corporate,India,Shimla,Himachal Pradesh,499345,North,Office Supplies,Printers,Epson EcoTank,58675.59,4,0.0,17602.68
IND-01298,2021-08-20,2021-08-22,Express Delivery,CUST-4914,Corporate,India,Karaikal,Puducherry,464733,South,Electronics,Mobile Phones,Redmi Note 13,51302.29,3,0.0,12825.57
IND-06662,2021-08-20,2021-08-26,Standard Delivery,CUST-1655,Small Business,India,Jabalpur,Madhya Pradesh,393112,Central,Clothing,Kids Wear,Kids Denim Set,3033.86,3,0.1,455.08
IND-08744,2021-08-20,2021-08-25,Standard Delivery,CUST-2149,Corporate,India,Ranchi,Jharkhand,124103,East,Furniture,Chairs,Recliner Chair,49922.97,3,0.05,12231.13
IND-09977,2021-08-20,2021-08-25,Standard Delivery,CUST-3515,Corporate,India,Kochi,Kerala,398932,South,Electronics,Laptops,Acer Aspire 5,379242.91,10,0.0,109980.44
IND-12911,2021-08-20,2021-08-26,Standard Delivery,CUST-4308,Small Business,India,Solan,Himachal Pradesh,375802,North,Clothing,Womens Wear,Kurti Ethnic,3016.26,3,0.0,844.55
IND-06862,2021-08-20,2021-08-22,Same Day Delivery,CUST-4318,Corporate,India,Dharmanagar,Tripura,675830,East,Home & Kitchen,Appliances,Crompton Fan,5114.79,2,0.05,1048.53
IND-08000,2021-08-20,2021-08-27,Economy Delivery,CUST-2494,Consumer,India,Patna,Bihar,354054,East,Home & Kitchen,Decor,Cushion Cover Set,363.4,1,0.3,-14.54
IND-02992,2021-08-20,2021-08-26,Standard Delivery,CUST-4346,Corporate,India,Faridabad,Haryana,375423,North,Furniture,Chairs,Ergonomic Chair,30770.1,4,0.15,3538.56
IND-06610,2021-08-21,2021-08-28,Economy Delivery,CUST-3704,Small Business,India,Warangal,Telangana,582092,South,Electronics,Accessories,MI Power Bank 20K,2959.59,3,0.15,221.97
IND-13344,2021-08-21,2021-08-27,Standard Delivery,CUST-2058,Government,India,Alappuzha,Kerala,516488,South,Home & Kitchen,Cookware,Prestige Pressure Cooker,4832.21,3,0.05,893.96
IND-06223,2021-08-21,2021-08-24,Express Delivery,CUST-2008,Consumer,India,Nainital,Uttarakhand,694807,North,Clothing,Kids Wear,Kids School Uniform,7078.53,10,0.0,1415.71
IND-10118,2021-08-21,2021-08-23,Same Day Delivery,CUST-2957,Corporate,India,Nainital,Uttarakhand,691256,North,Clothing,Womens Wear,Kurti Ethnic,917.52,1,0.0,256.91
IND-12095,2021-08-21,2021-08-27,Standard Delivery,CUST-4347,Consumer,India,Rohtak,Haryana,308779,North,Electronics,Televisions,MI TV 43,23510.78,1,0.15,3409.06
IND-05817,2021-08-22,2021-08-25,Express Delivery,CUST-4531,Government,India,Korba,Chhattisgarh,315782,Central,Home & Kitchen,Cookware,Stainless Steel Set,4996.93,2,0.0,949.42
IND-16999,2021-08-22,2021-08-28,Standard Delivery,CUST-4920,Consumer,India,Bilaspur,Chhattisgarh,677172,Central,Electronics,Mobile Phones,Redmi Note 13,13387.43,1,0.1,2409.74
IND-07771,2021-08-22,2021-08-27,Standard Delivery,CUST-3003,Corporate,India,Kolkata,West Bengal,681844,East,Office Supplies,Binders,Lever Arch File,1729.46,5,0.2,0.0
IND-08526,2021-08-22,2021-08-24,Express Delivery,CUST-2348,Consumer,India,Ajmer,Rajasthan,543617,North,Electronics,Mobile Phones,OnePlus Nord 3,23608.01,1,0.0,7554.56
IND-10163,2021-08-22,2021-08-23,Same Day Delivery,CUST-4968,Small Business,India,Howrah,West Bengal,564733,East,Electronics,Laptops,Dell Inspiron 15,106607.92,2,0.05,33581.49
IND-08650,2021-08-22,2021-08-24,Same Day Delivery,CUST-4600,Consumer,India,Mathura,Uttar Pradesh,556685,North,Clothing,Womens Wear,Anarkali Suit,6421.44,2,0.05,1444.82
IND-13470,2021-08-23,2021-08-24,Same Day Delivery,CUST-1167,Corporate,India,Jorhat,Assam,610136,East,Furniture,Chairs,Gaming Chair,10869.03,1,0.15,1576.01
IND-12397,2021-08-23,2021-08-29,Standard Delivery,CUST-1762,Consumer,India,Karimnagar,Telangana,186712,South,Electronics,Accessories,MI Power Bank 20K,2244.26,2,0.05,325.42
IND-01790,2021-08-23,2021-08-29,Standard Delivery,CUST-4203,Corporate,India,Solan,Himachal Pradesh,344814,North,Electronics,Televisions,MI TV 43,47087.18,2,0.2,5179.59
IND-06317,2021-08-23,2021-08-24,Same Day Delivery,CUST-4766,Consumer,India,Udaipur,Rajasthan,564044,North,Clothing,Footwear,Woodland Boots,3447.08,1,0.15,741.12
IND-11095,2021-08-23,2021-08-28,Standard Delivery,CUST-2839,Corporate,India,Bengaluru,Karnataka,608259,South,Furniture,Sofas,3 Seater Fabric Sofa,26093.12,1,0.0,4696.76
IND-09196,2021-08-23,2021-08-25,Express Delivery,CUST-3720,Government,India,Haldwani,Uttarakhand,200163,North,Clothing,Footwear,Bata Formal Shoes,7219.9,4,0.25,902.49
IND-09198,2021-08-24,2021-08-31,Economy Delivery,CUST-3259,Consumer,India,Haridwar,Uttarakhand,623646,North,Electronics,Televisions,MI TV 43,49118.81,2,0.1,8841.39
IND-13035,2021-08-24,2021-08-29,Standard Delivery,CUST-3224,Consumer,India,Mangaluru,Karnataka,528778,South,Office Supplies,Stationery,Pen Set Cello,320.84,3,0.05,20.85
IND-07697,2021-08-24,2021-08-26,Express Delivery,CUST-1672,Corporate,India,Bhilai,Chhattisgarh,764038,Central,Furniture,Storage,Filing Cabinet,5325.39,1,0.2,266.27
IND-11295,2021-08-24,2021-08-25,Same Day Delivery,CUST-2426,Corporate,India,Sagar,Madhya Pradesh,762680,Central,Furniture,Chairs,Plastic Chair Set,15672.09,10,0.2,156.72
IND-09212,2021-08-24,2021-08-27,Express Delivery,CUST-1767,Corporate,India,Jammu,Jammu & Kashmir,508477,North,Home & Kitchen,Appliances,Crompton Fan,2652.55,1,0.1,450.93
IND-13976,2021-08-24,2021-08-31,Economy Delivery,CUST-1014,Small Business,India,Cuttack,Odisha,550066,East,Furniture,Tables,Office Desk,10830.07,1,0.05,1786.96
IND-16949,2021-08-24,2021-08-27,Express Delivery,CUST-1679,Consumer,India,Panaji,Goa,394539,West,Home & Kitchen,Bedding,Quilt Razai,7503.31,4,0.05,1388.11
IND-01800,2021-08-24,2021-08-29,Standard Delivery,CUST-2427,Consumer,India,Shimla,Himachal Pradesh,688286,North,Office Supplies,Paper,Chart Paper Pack,128.31,1,0.15,-1.92
IND-07489,2021-08-24,2021-08-29,Standard Delivery,CUST-3544,Consumer,India,Tura,Meghalaya,626832,East,Clothing,Kids Wear,Baby Frock,693.63,1,0.2,34.68
IND-03416,2021-08-24,2021-08-27,Express Delivery,CUST-3133,Consumer,India,Mapusa,Goa,422763,West,Electronics,Televisions,Sony Bravia 50,115414.05,2,0.0,39240.78
IND-11063,2021-08-25,2021-08-30,Standard Delivery,CUST-3913,Consumer,India,Bengaluru,Karnataka,426821,South,Electronics,Accessories,JBL Speaker Pro,2635.36,1,0.25,118.59
IND-04206,2021-08-25,2021-08-30,Standard Delivery,CUST-1858,Corporate,India,Malda,West Bengal,357963,East,Furniture,Chairs,Ergonomic Chair,23360.46,3,0.2,1868.84
IND-16267,2021-08-25,2021-08-30,Standard Delivery,CUST-3340,Corporate,India,Agra,Uttar Pradesh,720925,North,Office Supplies,Printers,Canon Inkjet,7691.71,1,0.05,1653.72
IND-14397,2021-08-25,2021-08-27,Same Day Delivery,CUST-3898,Consumer,India,Patiala,Punjab,781548,North,Office Supplies,Stationery,Stapler Kangaro,557.51,2,0.0,78.05
IND-13774,2021-08-25,2021-09-02,Economy Delivery,CUST-3521,Consumer,India,Jamnagar,Gujarat,690993,West,Home & Kitchen,Bedding,Cotton Bedsheet Set,3957.47,4,0.0,712.34
IND-01030,2021-08-25,2021-08-27,Express Delivery,CUST-2577,Consumer,India,Madurai,Tamil Nadu,714596,South,Home & Kitchen,Decor,Wall Clock Ajanta,575.19,1,0.1,63.27
IND-10996,2021-08-25,2021-08-28,Express Delivery,CUST-4595,Consumer,India,Vasco da Gama,Goa,206952,West,Electronics,Mobile Phones,OnePlus Nord 3,45525.28,2,0.05,12974.7
IND-03605,2021-08-25,2021-08-31,Standard Delivery,CUST-1018,Corporate,India,Solapur,Maharashtra,724715,West,Office Supplies,Labels,Address Labels Roll,577.9,4,0.1,17.34
IND-05800,2021-08-25,2021-08-31,Standard Delivery,CUST-4004,Consumer,India,Hubli,Karnataka,686140,South,Furniture,Chairs,Ergonomic Chair,12049.25,2,0.3,120.49
IND-16484,2021-08-26,2021-08-31,Standard Delivery,CUST-2982,Consumer,India,Nainital,Uttarakhand,749800,North,Clothing,Kids Wear,Baby Frock,2726.34,4,0.15,231.74
IND-07614,2021-08-26,2021-08-31,Standard Delivery,CUST-1927,Consumer,India,Udaipur,Tripura,347909,East,Furniture,Sofas,3 Seater Fabric Sofa,22926.0,1,0.1,2521.86
IND-12643,2021-08-26,2021-09-01,Standard Delivery,CUST-3587,Consumer,India,Margao,Goa,165243,West,Home & Kitchen,Cookware,Prestige Pressure Cooker,3091.21,2,0.15,355.49
IND-02665,2021-08-26,2021-08-31,Standard Delivery,CUST-1249,Small Business,India,Kolhapur,Maharashtra,597219,West,Electronics,Laptops,Lenovo IdeaPad,43882.42,1,0.0,13164.73
IND-11061,2021-08-26,2021-09-01,Standard Delivery,CUST-3289,Corporate,India,Ghaziabad,Uttar Pradesh,367486,North,Furniture,Chairs,Recliner Chair,39342.02,3,0.25,4130.91
IND-11654,2021-08-26,2021-09-03,Economy Delivery,CUST-1733,Consumer,India,Puducherry,Puducherry,635613,South,Electronics,Laptops,Lenovo IdeaPad,42925.24,1,0.0,12877.57
IND-16614,2021-08-26,2021-09-01,Standard Delivery,CUST-2547,Corporate,India,Vadodara,Gujarat,657030,West,Clothing,Kids Wear,Kids Denim Set,3007.8,3,0.05,556.44
IND-01946,2021-08-26,2021-09-01,Standard Delivery,CUST-3177,Consumer,India,Tura,Meghalaya,512099,East,Home & Kitchen,Decor,Cushion Cover Set,1346.2,3,0.2,40.39
IND-06554,2021-08-26,2021-08-28,Express Delivery,CUST-3748,Consumer,India,Dehradun,Uttarakhand,432060,North,Electronics,Laptops,Acer Aspire 5,29917.69,1,0.25,3440.53
IND-09132,2021-08-27,2021-09-01,Standard Delivery,CUST-2403,Corporate,India,Siliguri,West Bengal,111371,East,Office Supplies,Printers,Canon Inkjet,7480.42,1,0.1,1346.48
IND-13868,2021-08-27,2021-09-02,Standard Delivery,CUST-4151,Corporate,India,Udaipur,Rajasthan,158424,North,Clothing,Womens Wear,Saree Banarasi Silk,8317.31,2,0.25,623.8
IND-12658,2021-08-27,2021-09-01,Standard Delivery,CUST-2682,Consumer,India,Jowai,Meghalaya,745068,East,Furniture,Chairs,Ergonomic Chair,36299.87,4,0.0,7985.97
IND-10067,2021-08-27,2021-09-03,Economy Delivery,CUST-4918,Corporate,India,Ujjain,Madhya Pradesh,151778,Central,Office Supplies,Printers,Epson EcoTank,33500.13,3,0.3,3015.01
IND-15835,2021-08-27,2021-08-30,Express Delivery,CUST-3246,Small Business,India,Jowai,Meghalaya,490695,East,Electronics,Mobile Phones,OnePlus Nord 3,24957.0,1,0.0,7986.24
IND-03235,2021-08-27,2021-09-03,Economy Delivery,CUST-4455,Corporate,India,Bhopal,Madhya Pradesh,232754,Central,Office Supplies,Labels,Barcode Labels,632.8,4,0.25,-34.8
IND-02272,2021-08-27,2021-09-02,Standard Delivery,CUST-4623,Small Business,India,Margao,Goa,746933,West,Clothing,Mens Wear,Levis Jeans,8931.18,5,0.25,1562.96
IND-12205,2021-08-27,2021-09-02,Standard Delivery,CUST-3410,Consumer,India,Bathinda,Punjab,578799,North,Electronics,Televisions,MI TV 43,44761.84,2,0.15,6490.47
IND-13616,2021-08-27,2021-08-30,Express Delivery,CUST-3109,Government,India,Surat,Gujarat,632666,West,Home & Kitchen,Appliances,Usha Sewing Machine,37624.85,6,0.05,9218.09
IND-05307,2021-08-27,2021-08-29,Express Delivery,CUST-4705,Corporate,India,Kanpur,Uttar Pradesh,620750,North,Office Supplies,Printers,Canon Inkjet,7095.09,1,0.1,1277.12
IND-03348,2021-08-27,2021-08-28,Same Day Delivery,CUST-3549,Consumer,India,Puducherry,Puducherry,444993,South,Clothing,Footwear,Bata Formal Shoes,2567.63,1,0.0,770.29
IND-04476,2021-08-27,2021-09-02,Standard Delivery,CUST-1052,Consumer,India,Vellore,Tamil Nadu,285540,South,Office Supplies,Printers,HP LaserJet,12247.96,1,0.0,3429.43
IND-10671,2021-08-28,2021-09-03,Standard Delivery,CUST-2878,Corporate,India,Haldwani,Uttarakhand,729576,North,Electronics,Mobile Phones,Samsung Galaxy A55,13310.05,1,0.4,0.0
IND-12376,2021-08-28,2021-09-02,Standard Delivery,CUST-1145,Consumer,India,Kota,Rajasthan,517269,North,Home & Kitchen,Decor,Wall Clock Ajanta,359.37,1,0.4,-35.94
IND-08693,2021-08-28,2021-08-30,Express Delivery,CUST-1377,Government,India,Dharamsala,Himachal Pradesh,414744,North,Clothing,Footwear,Bata Formal Shoes,8965.73,4,0.05,2375.92
IND-03756,2021-08-28,2021-09-02,Standard Delivery,CUST-2149,Corporate,India,Jorhat,Assam,228981,East,Office Supplies,Binders,Document Wallet,954.24,5,0.2,-28.63
IND-01583,2021-08-28,2021-09-02,Standard Delivery,CUST-3407,Consumer,India,Darbhanga,Bihar,465627,East,Office Supplies,Printers,Brother MFC,17160.22,1,0.05,4890.66
IND-13577,2021-08-28,2021-09-02,Standard Delivery,CUST-1030,Small Business,India,Jalandhar,Punjab,791652,North,Office Supplies,Labels,Barcode Labels,400.68,4,0.5,-92.16
IND-06023,2021-08-28,2021-08-30,Same Day Delivery,CUST-2715,Consumer,India,Bikaner,Rajasthan,732321,North,Electronics,Accessories,USB-C Hub,592.71,1,0.25,-14.82
IND-14788,2021-08-28,2021-09-03,Standard Delivery,CUST-2745,Government,India,Roorkee,Uttarakhand,552532,North,Office Supplies,Printers,Canon Inkjet,5686.71,1,0.25,426.5
IND-16018,2021-08-28,2021-08-30,Express Delivery,CUST-1351,Corporate,India,Roorkee,Uttarakhand,494463,North,Clothing,Kids Wear,Boys Shorts Set,1464.09,3,0.25,7.32
IND-14137,2021-08-28,2021-09-02,Standard Delivery,CUST-1636,Consumer,India,Vasco da Gama,Goa,432416,West,Clothing,Kids Wear,Kids School Uniform,2781.34,4,0.05,458.92
IND-16421,2021-08-29,2021-09-03,Standard Delivery,CUST-1958,Corporate,India,Kota,Rajasthan,377204,North,Clothing,Kids Wear,Kids Denim Set,5238.44,6,0.1,785.77
IND-12919,2021-08-29,2021-09-01,Express Delivery,CUST-2071,Corporate,India,Malda,West Bengal,656570,East,Office Supplies,Stationery,Stapler Kangaro,976.82,4,0.0,136.75
IND-15065,2021-08-29,2021-09-04,Standard Delivery,CUST-4353,Small Business,India,Udaipur,Tripura,127273,East,Clothing,Kids Wear,Kids School Uniform,3008.95,4,0.0,601.79
IND-12934,2021-08-29,2021-09-03,Standard Delivery,CUST-2298,Small Business,India,Ambala,Haryana,343946,North,Furniture,Chairs,Gaming Chair,14337.78,1,0.0,3584.45
IND-11605,2021-08-29,2021-08-31,Same Day Delivery,CUST-1395,Consumer,India,Indore,Madhya Pradesh,141790,Central,Home & Kitchen,Cookware,Kadai Iron,2749.34,3,0.1,302.43
IND-09326,2021-08-29,2021-08-31,Express Delivery,CUST-1298,Small Business,India,Shimla,Himachal Pradesh,658709,North,Electronics,Accessories,USB-C Hub,755.05,1,0.0,113.26
IND-10601,2021-08-29,2021-09-06,Economy Delivery,CUST-2950,Consumer,India,Jammu,Jammu & Kashmir,508759,North,Clothing,Mens Wear,Raymond Formal Shirt,2381.27,2,0.15,464.35
IND-02806,2021-08-29,2021-08-31,Express Delivery,CUST-3410,Consumer,India,Dhanbad,Jharkhand,511205,East,Electronics,Laptops,Acer Aspire 5,156257.11,5,0.15,28907.57
IND-07830,2021-08-29,2021-09-03,Standard Delivery,CUST-2833,Government,India,Jaipur,Rajasthan,683868,North,Home & Kitchen,Decor,Wall Clock Ajanta,1065.33,2,0.1,117.19
IND-14161,2021-08-29,2021-08-30,Same Day Delivery,CUST-2298,Consumer,India,Faridabad,Haryana,442260,North,Furniture,Tables,Dining Table 6 Seater,90273.7,4,0.1,9930.11
IND-08675,2021-08-30,2021-09-01,Express Delivery,CUST-3310,Corporate,India,Srinagar,Jammu & Kashmir,692297,North,Home & Kitchen,Decor,Wall Clock Ajanta,2056.16,4,0.1,226.18
IND-04815,2021-08-30,2021-09-02,Express Delivery,CUST-1042,Consumer,India,Tirupati,Andhra Pradesh,300597,South,Home & Kitchen,Bedding,Woollen Blanket,1445.47,1,0.0,289.09
IND-06850,2021-08-30,2021-09-04,Standard Delivery,CUST-2704,Small Business,India,Mapusa,Goa,348538,West,Electronics,Laptops,Dell Inspiron 15,110547.95,2,0.05,34822.6
IND-13297,2021-08-30,2021-09-04,Standard Delivery,CUST-2266,Corporate,India,Nellore,Andhra Pradesh,709915,South,Office Supplies,Printers,Brother MFC,29049.49,2,0.2,5228.91
IND-09565,2021-08-30,2021-09-01,Express Delivery,CUST-2918,Corporate,India,Kurnool,Andhra Pradesh,277726,South,Office Supplies,Binders,Ring Binder A4,560.07,2,0.2,5.6
IND-08308,2021-08-30,2021-09-02,Express Delivery,CUST-4892,Corporate,India,Secunderabad,Telangana,153270,South,Office Supplies,Labels,Barcode Labels,176.25,1,0.2,-3.52
IND-16777,2021-08-30,2021-09-06,Economy Delivery,CUST-4336,Consumer,India,Vellore,Tamil Nadu,450418,South,Electronics,Mobile Phones,Realme 12 Pro,18373.58,1,0.1,3674.72
IND-12524,2021-08-31,2021-09-06,Standard Delivery,CUST-3666,Consumer,India,Guwahati,Assam,586015,East,Clothing,Kids Wear,Kids School Uniform,1187.31,2,0.2,71.24
IND-14966,2021-08-31,2021-09-08,Economy Delivery,CUST-3611,Small Business,India,Karnal,Haryana,641893,North,Home & Kitchen,Appliances,Havells Toaster,1060.94,1,0.25,47.74
IND-08828,2021-08-31,2021-09-03,Express Delivery,CUST-2630,Small Business,India,Khammam,Telangana,388444,South,Clothing,Footwear,Puma Sneakers,3927.79,1,0.2,824.84
IND-14286,2021-08-31,2021-09-05,Standard Delivery,CUST-3334,Corporate,India,Jowai,Meghalaya,761928,East,Furniture,Storage,Bookshelf 5-Tier,9375.02,2,0.05,1359.38
IND-11007,2021-08-31,2021-09-05,Standard Delivery,CUST-4144,Small Business,India,Kalaburagi,Karnataka,356672,South,Electronics,Laptops,Dell Inspiron 15,231287.71,5,0.15,56665.49
IND-15059,2021-08-31,2021-09-08,Economy Delivery,CUST-1266,Corporate,India,Panaji,Goa,578062,West,Electronics,Televisions,Sony Bravia 50,141849.1,3,0.1,38299.26
IND-02680,2021-08-31,2021-09-05,Standard Delivery,CUST-3922,Government,India,Rajkot,Gujarat,783039,West,Electronics,Televisions,Vu 4K 50,80291.68,3,0.1,16058.34
IND-01557,2021-08-31,2021-09-06,Standard Delivery,CUST-3976,Consumer,India,Jammu,Jammu & Kashmir,308561,North,Furniture,Sofas,Loveseat Sofa,50733.64,3,0.1,5073.36
IND-10637,2021-09-01,2021-09-04,Express Delivery,CUST-2033,Small Business,India,Manali,Himachal Pradesh,723848,North,Office Supplies,Printers,Brother MFC,52244.52,3,0.1,13061.13
IND-11355,2021-09-01,2021-09-07,Standard Delivery,CUST-1055,Consumer,India,Jowai,Meghalaya,641918,East,Furniture,Beds,Queen Size Bed,14956.8,1,0.1,1645.25
IND-07013,2021-09-01,2021-09-08,Economy Delivery,CUST-4917,Government,India,Palakkad,Kerala,797607,South,Electronics,Mobile Phones,Realme 12 Pro,37674.07,2,0.05,8853.41
IND-10249,2021-09-01,2021-09-04,Express Delivery,CUST-1211,Government,India,Salem,Tamil Nadu,355741,South,Clothing,Footwear,Puma Sneakers,4295.18,1,0.0,1503.31
IND-12563,2021-09-01,2021-09-07,Standard Delivery,CUST-4679,Consumer,India,Haridwar,Uttarakhand,702784,North,Furniture,Storage,Bookshelf 5-Tier,42624.15,10,0.1,4688.66
IND-12580,2021-09-01,2021-09-07,Standard Delivery,CUST-3678,Small Business,India,Ambala,Haryana,595318,North,Furniture,Chairs,Wooden Study Chair,9500.31,2,0.1,1235.04
IND-07827,2021-09-01,2021-09-09,Economy Delivery,CUST-1253,Government,India,Tirunelveli,Tamil Nadu,663075,South,Home & Kitchen,Appliances,Usha Sewing Machine,13860.74,3,0.15,2425.63
IND-11582,2021-09-01,2021-09-04,Express Delivery,CUST-4318,Consumer,India,Mapusa,Goa,235872,West,Office Supplies,Labels,Address Labels Roll,808.73,5,0.0,80.87
IND-13066,2021-09-02,2021-09-08,Standard Delivery,CUST-1465,Corporate,India,Visakhapatnam,Andhra Pradesh,413861,South,Home & Kitchen,Decor,Table Lamp,662.48,1,0.5,-86.12
IND-08555,2021-09-02,2021-09-09,Economy Delivery,CUST-3923,Consumer,India,Belagavi,Karnataka,490110,South,Electronics,Televisions,Samsung 43 4K,35911.9,1,0.0,10773.57
IND-12057,2021-09-02,2021-09-08,Standard Delivery,CUST-4726,Consumer,India,Kurnool,Andhra Pradesh,725967,South,Furniture,Beds,Bunk Bed,10705.16,1,0.25,-53.53
IND-14413,2021-09-02,2021-09-07,Standard Delivery,CUST-4239,Corporate,India,Bathinda,Punjab,430366,North,Electronics,Mobile Phones,Samsung Galaxy A55,35243.6,2,0.05,8634.68
IND-10704,2021-09-02,2021-09-08,Standard Delivery,CUST-4301,Government,India,Sikar,Rajasthan,663947,North,Electronics,Mobile Phones,Samsung Galaxy A55,20847.47,1,0.0,5837.29
IND-11262,2021-09-02,2021-09-09,Economy Delivery,CUST-3919,Consumer,India,Jodhpur,Rajasthan,388422,North,Clothing,Mens Wear,Peter England Trousers,3080.85,2,0.1,677.79
IND-13900,2021-09-02,2021-09-07,Standard Delivery,CUST-1161,Consumer,India,Nainital,Uttarakhand,609989,North,Furniture,Sofas,3 Seater Fabric Sofa,70193.92,3,0.0,12634.91
IND-04833,2021-09-03,2021-09-09,Standard Delivery,CUST-3142,Small Business,India,Jamnagar,Gujarat,561317,West,Clothing,Kids Wear,Kids School Uniform,1270.2,2,0.1,165.13
IND-05493,2021-09-03,2021-09-05,Same Day Delivery,CUST-1648,Small Business,India,Bikaner,Rajasthan,277663,North,Electronics,Accessories,Laptop Bag,1809.99,2,0.0,307.7
IND-13957,2021-09-03,2021-09-09,Standard Delivery,CUST-1272,Consumer,India,Mahe,Puducherry,155005,South,Electronics,Mobile Phones,OnePlus Nord 3,24910.06,1,0.05,7099.37
IND-15171,2021-09-03,2021-09-04,Same Day Delivery,CUST-3000,Government,India,Gwalior,Madhya Pradesh,711859,Central,Office Supplies,Stationery,Pen Set Cello,487.35,5,0.05,31.68
IND-05327,2021-09-03,2021-09-11,Economy Delivery,CUST-3734,Small Business,India,Thane,Maharashtra,287818,West,Office Supplies,Printers,Brother MFC,13844.01,1,0.25,2007.38
IND-14041,2021-09-03,2021-09-05,Express Delivery,CUST-4733,Consumer,India,Bhopal,Madhya Pradesh,776139,Central,Electronics,Accessories,boAt Rockerz 550,3655.08,3,0.05,603.09
IND-11060,2021-09-03,2021-09-08,Standard Delivery,CUST-3008,Government,India,Bengaluru,Karnataka,216699,South,Furniture,Chairs,Gaming Chair,11657.46,1,0.0,2914.36
